alpha_rv,alpha_ivrv,k_lin,k_quad,yield_share_to_rt,max_utilization,lp_mean_%,lp_med_%,rt_mean_%,rt_cap_growth_%,premium_over_fv_mean,viable
0.1,0.2,0.1,0.22,0.08,0.6,-0.019939658637763084,1.3901822534613024,0.1452862906307407,15.394349712218425,0.8555175924955627,False
0.1,0.2,0.1,0.22,0.08,0.7,-0.18551851608526948,1.3847057899169752,0.14490403606725916,15.45316626086317,0.8635331584617267,False
0.1,0.2,0.1,0.22,0.08,0.8,-0.0063387106150144,1.4204365995561616,0.1466504686523007,15.570552093955081,0.8549905917349512,False
0.1,0.2,0.1,0.22,0.12,0.6,-0.23200644294379466,1.24165871700563,0.1478324594484688,15.843895675330888,0.8459406275097864,False
0.1,0.2,0.1,0.22,0.12,0.7,-0.2573792240152892,1.2997713879444488,0.1513046552297597,16.121051409057774,0.8551665800905163,False
0.1,0.2,0.1,0.22,0.12,0.8,-0.22567799394788488,1.266436599556163,0.15134778552040462,16.136325008439243,0.8197123957317783,False
0.1,0.2,0.1,0.22,0.15,0.6,-0.36490314056898093,1.175714482106693,0.14783695752094783,15.573126838252627,0.8469456663764334,False
0.1,0.2,0.1,0.22,0.15,0.7,-0.31334290225661937,1.1261587170056322,0.14796269159850536,15.66699154757245,0.8290046571493894,False
0.1,0.2,0.1,0.22,0.15,0.8,-0.31688148675486577,1.175714482106693,0.14810368682687908,15.712689181861194,0.8298124029590709,False
0.1,0.2,0.1,0.34,0.05,0.6,-0.1572083917463082,1.2610450705075635,0.1442188649543914,15.305607103871498,0.8286832582008985,False
0.1,0.2,0.1,0.34,0.05,0.7,-0.013075496145516933,1.5111587170056322,0.13947837931646517,14.725017592895684,0.8453795554970646,False
0.1,0.2,0.1,0.34,0.05,0.8,-0.16693008652748192,1.4620170418495888,0.1410462643250341,14.902519719253204,0.8379868470928882,False
0.1,0.2,0.1,0.34,0.08,0.6,-0.19809337224505782,1.390182253461304,0.1477236849952322,15.632125346916492,0.8554165526580797,False
0.1,0.2,0.1,0.34,0.08,0.7,-0.005254664809063067,1.390182253461304,0.1468490163529563,15.695898445996658,0.8545047693496927,False
0.1,0.2,0.1,0.34,0.08,0.8,-0.13056478974533642,1.390182253461304,0.14757983831163324,15.56429779378794,0.8547328600309537,False
0.1,0.2,0.1,0.34,0.12,0.6,-0.312995187374553,1.2307057899169738,0.14798392960673815,15.881605488786011,0.8638006074357013,False
0.1,0.2,0.1,0.34,0.12,0.7,-0.420798365649043,1.1462274875490173,0.1395467795951079,14.72948030573773,0.8120158574823493,False
0.1,0.2,0.1,0.34,0.12,0.8,-0.22649785661846092,1.2416587170056326,0.15122598112392754,16.18299695878318,0.8286431709624476,False
0.1,0.2,0.1,0.34,0.15,0.6,-0.38360409368865317,1.1224008657414777,0.1492498355167793,15.85370774000403,0.8633127153155623,False
0.1,0.2,0.1,0.34,0.15,0.7,-0.3512374171721022,1.1490576739240854,0.15086259279676353,16.04860095775582,0.8188242170030919,False
0.1,0.2,0.1,0.34,0.15,0.8,-0.30356655986406783,1.2172713879444483,0.14758477855573207,15.653145564013048,0.8371410601053111,False
0.1,0.2,0.18,0.1,0.05,0.6,-0.046882138697589004,1.5056822534613035,0.14856525465823042,15.802156933155388,0.8725440127621307,False
0.1,0.2,0.18,0.1,0.05,0.7,-0.01785492685107473,1.5295362604603016,0.14684888267030496,15.595019492146855,0.8469126952030601,False
0.1,0.2,0.18,0.1,0.05,0.8,-0.1121231133660322,1.5056822534613028,0.14846471288732938,15.738679018551771,0.8556666166153658,False
0.1,0.2,0.18,0.1,0.08,0.6,-0.21215280827873464,1.3795170418495861,0.14557288496593065,15.406501151706586,0.85584114486719,False
0.1,0.2,0.18,0.1,0.08,0.7,-0.13508953327427445,1.3956587170056325,0.1502550323922678,15.972955833932524,0.8092519646968194,False
0.1,0.2,0.18,0.1,0.08,0.8,-0.09011032705079718,1.390182253461304,0.14892431958773694,15.861708571133782,0.872168065370071,False
0.1,0.2,0.18,0.1,0.12,0.6,-0.2779545655014597,1.2361822534613038,0.14755927947598707,15.60155769578957,0.8731470458509533,False
